관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
46230-00001,우산,문화공원,전라남도 광양시 광양읍 우산리 산39-6,전라남도 광양시 광양읍 우산리 산39-6,34.985305,127.5864045,288960,궁도장,"조합놀이대, 그네","주차장, 화장실",,,1995-11-14,광양시 공원녹지사업소,061-797-4979,2021-09-28,4840000,전라남도 광양시
46230-00002,덕례98호,근린공원,전라남도 광양시 광양읍 덕례리 541-1,전라남도 광양시 광양읍 덕례리 541-1,34.96183916,127.5689687,1521,,,,,,2014-08-28,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00003,초남2공단,근린공원,전라남도 광양시 광양읍 초남리 765,전라남도 광양시 광양읍 초남리 765,34.93650533,127.6050808,6647,,,,,,2013-01-25,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00004,구산1,어린이공원,전라남도 광양시 광양읍 구산리 766,전라남도 광양시 광양읍 구산리 766,34.9820167,127.579449,2997.3,풋살구장,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00005,구산2,어린이공원,전라남도 광양시 광양읍 칠성리 993-1,전라남도 광양시 광양읍 칠성리 993-1,34.980354,127.580257,2000.1,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00006,구산3,어린이공원,전라남도 광양시 광양읍 칠성리 1005-5,전라남도 광양시 광양읍 칠성리 1005-5,34.978609,127.579518,1500.2,,조합놀이대,,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00007,구산29,어린이공원,전라남도 광양시 광양읍 구산리 844-1,전라남도 광양시 광양읍 구산리 844-1,34.97628182,127.577155,2522.3,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00008,구산30,어린이공원,전라남도 광양시 광양읍 구산리 792-1,전라남도 광양시 광양읍 구산리 792-1,34.98062277,127.577627,1689.9,,"조합놀이대, 그네",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00009,구산31,어린이공원,전라남도 광양시 광양읍 구산리 813-1,전라남도 광양시 광양읍 구산리 813-1,34.97822508,127.576356,1807.9,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00010,구산32,어린이공원,전라남도 광양시 광양읍 구산리 825-4,전라남도 광양시 광양읍 구산리 825-4,34.977566,127.574544,2718,,"조합놀이대, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00011,칠성5,어린이공원,전라남도 광양시 광양읍 칠성리 960,전라남도 광양시 광양읍 칠성리 960,34.970081,127.5795669,2463.1,,흔들놀이기구,,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00012,칠성6,어린이공원,전라남도 광양시 광양읍 칠성리 949-5,전라남도 광양시 광양읍 칠성리 949-5,34.97160856,127.580145,1500.3,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00013,칠성7,어린이공원,전라남도 광양시 광양읍 칠성리 944-4,전라남도 광양시 광양읍 칠성리 944-4,34.973491,127.5802024,1500.8,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46130-00096,동동공원,근린공원,전라남도 여수시 안산동 735,,34.752671,127.656241,17585,"족구장,농구장",조합놀이대,화장실,,정자,2000-09-20,전라남도 여수시청,061-659-4627,2018-11-01,4810000,전라남도 여수시
46230-00014,칠성8,어린이공원,전라남도 광양시 광양읍 칠성리 936-1,전라남도 광양시 광양읍 칠성리 936-1,34.973563,127.5774187,1730.1,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00015,칠성9,어린이공원,전라남도 광양시 광양읍 칠성리 928-3,전라남도 광양시 광양읍 칠성리 928-3,34.975072,127.578946,1931,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00016,칠성11,어린이공원,전라남도 광양시 광양읍 칠성리 1002-1,전라남도 광양시 광양읍 칠성리 1002-1,34.97798864,127.581128,2038.3,,"조합놀이대, 그네, 흔들놀이기구",화장실,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
41570-00195,씨네문화공원1,문화공원,,경기도 김포시 고촌읍 향산리 463-7,37.63080434,126.7398598,16820,,,,,,2011-12-01,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00198,고촌1관문공원,문화공원,,경기도 김포시 고촌읍 신곡리 산108,37.605291,126.765661,47412,,,,,,2011-12-29,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00199,고촌2관문공원,문화공원,,경기도 김포시 고촌읍 신곡리 산112-1,37.60193464,126.7640696,26350,,,,,,2011-12-29,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00200,파르코스체육공원,체육공원,,경기도 김포시 고촌읍 신곡리 444-6,37.608379,126.767315,14445,,,,,,2011-12-29,경기도 김포시 체육과,031-980-2585,2021-09-30,4090000,경기도 김포시
41570-00201,율생체육공원,체육공원,,경기도 김포시 대곶면 율생리 219-27,37.638648,126.594739,10926,,,,,,2011-12-29,경기도 김포시 체육과,031-980-2585,2021-09-30,4090000,경기도 김포시
41570-00029,고촌어린이17,어린이공원,,경기도 김포시 고촌읍 신곡리 1071,37.601989,126.770953,2320,체력단련시설,조합놀이대,,,,1998-02-23,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00031,장기어린이1,어린이공원,,경기도 김포시 장기동 1400,37.644436,126.670351,1500,체력단련시설,"조합놀이대,그네",,,,2004-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00032,장기어린이2,어린이공원,,경기도 김포시 장기동 1630,37.643587,126.664539,1500,체력단련시설,조합놀이대,,,,2004-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00033,장기어린이4,어린이공원,,경기도 김포시 장기동 1721,37.638214,126.663159,1501,체력단련시설,조합놀이대,,,,2004-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00034,장기근린1,근린공원,,경기도 김포시 장기동 1593,37.641567,126.671446,20701,체력단련시설,,주차장,,,2004-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00036,장기근린3,근린공원,,경기도 김포시 장기동 1763,37.636916,126.663169,43897,체력단련시설,,,,,2004-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00039,서암어린이,어린이공원,,경기도 김포시 통진읍 서암리 1115,37.691098,126.603019,2487,체력단련시설,조합놀이대,,,,2004-12-30,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00040,양곡어린이1,어린이공원,,경기도 김포시 양촌읍 양곡리 1244,37.660623,126.634153,1519,,조합놀이대,,,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00041,양곡어린이2,어린이공원,,경기도 김포시 양촌읍 양곡리 1289,37.657942,126.629497,4609,체력단련시설,"조합놀이대,그네",,,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00043,양곡어린이4,어린이공원,,경기도 김포시 양촌읍 양곡리 1328,37.653534,126.630775,1519,,조합놀이대,,,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00044,걸포3지구 근린공원,근린공원,,경기도 김포시 걸포동 262-2,37.63365761,126.7024504,20637,,,,,,2016-05-16,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00045,대포산단 근린공원,근린공원,,경기도 김포시 양촌읍 대포리 358-4,37.60697851,126.6274978,1979,,,,,,2016-12-26,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00047,사우5A 45호 근린공원,근린공원,,경기도 김포시 사우동 산 15-2,37.61419028,126.718453,35237,,,,,,2011-11-28,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00048,시네폴리스 근린공원1호,근린공원,,경기도 김포시 고촌읍 향산리 586-43,37.63049554,126.7348836,10028,,,,,,2017-03-08,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00049,학운4-1 근린공원,근린공원,,경기도 김포시 양촌읍 학운리 517,37.6076729,126.6167372,10035,,,,,,2017-08-23,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00050,학운3소공원51,소공원,,경기도 김포시 양촌읍 학운리 1608-1,37.6068378,126.5963558,1524,,,,,,2016-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00051,신곡6지구(24호)신곡1공원,소공원,,경기도 김포시 고촌읍 신곡리 999-1,37.59007164,126.7616895,2621,,,,,,2016-05-31,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00052,신곡6지구(25호)신곡2공원,소공원,,경기도 김포시 고촌읍 태리 111-1,37.59368651,126.7541448,3357,,,,,,2016-05-31,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00053,고막지구 소공원,소공원,,경기도 김포시 월곶면 고막리 산50-2,37.73393734,126.564602,787,,,,,,2017-11-21,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00054,학운(6)산단(52호),소공원,,경기도 김포시 양촌읍 학운리 695,37.60137825,126.5994366,3575,,,,,,2017-06-02,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00055,시네폴리스 체육공원1호,체육공원,,경기도 김포시 걸포동 730,37.63689064,126.7229695,10758,,,,,,2017-03-08,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00056,대포산단 수변공원,수변공원,,경기도 김포시 양촌읍 대포리 127-2,37.61786077,126.6312171,1979,,,,,,2016-12-26,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
30170-00013,복수,근린공원,대전광역시 서구 복수동 산10 일원,대전광역시 서구 복수동 산10 일원,36.306424,127.380207,95950,게이트볼장 외3종,,주차장 외2종,,프크닉장,1986-09-22,대전광역시 서구청,042-611-5732,2021-06-03,3660000,대전광역시 서구
30170-00014,월평,근린공원,대전광역시 서구 월평동 외 6,대전광역시 서구 월평동 외 6,36.342104,127.357557,3994734,운동시설,유희시설,편익시설,,싸이클 외3종,1965-10-14,대전광역시 서구청,042-611-5732,2021-06-03,3660000,대전광역시 서구
30170-00015,느리울,근린공원,대전광역시 서구 관저동 1419,대전광역시 서구 관저동 1419,36.294499,127.332929,13909,철봉 외7종,놀이공간 외3종,음수대 외1종,,그늘집 외7종,1988-12-29,대전광역시 서구청,042-611-5732,2021-06-03,3660000,대전광역시 서구
30170-00016,구봉,근린공원,대전광역시 서구 관저동 264일원,대전광역시 서구 관저동 264일원,36.294499,127.332929,10368.9,체력단련장 외2종,어린이놀이터 외3종,,,놀이터 안내판 외1종,2005-03-19,대전광역시 서구청,042-611-5732,2021-06-03,3660000,대전광역시 서구
46130-00098,선사유적공원,근린공원,전라남도 여수시 화장동 945-1,,34.778642,127.646251,85114.8,,,화장실,,정자,2001-06-27,전라남도 여수시청,061-659-4627,2018-11-01,4810000,전라남도 여수시
31170-00009,대청공원,어린이공원,울산광역시 동구 화정동 608-14번지,울산광역시 동구 동구 화정동 608-14번지,35.499052,129.425081,1429,,,,,,2001-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00010,대천공원,어린이공원,울산광역시 동구 화정동 634-6번지,울산광역시 동구 동구 화정동 634-6번지,35.497552,129.424431,967,,,,,,2001-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00011,가재돌공원,어린이공원,울산광역시 동구 방어동 983번지,울산광역시 동구 동구 방어동 983번지,35.483668,129.410043,2120,,,,,,2002-06-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00012,까치공원,어린이공원,울산광역시 동구 방어동 909-16번지,울산광역시 동구 동구 방어동 909-16번지,35.489691,129.422051,1500,,,,,,2002-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00013,꽃바우공원,어린이공원,울산광역시 동구 방어동 977-1번지,울산광역시 동구 동구 방어동 977-1번지,35.484113,129.412091,2511,,,,,,2002-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00014,남진공원,어린이공원,울산광역시 동구 방어동 1093-8번지,울산광역시 동구 동구 방어동 1093-8번지,35.485165,129.416908,2377,,,,,,2003-07-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00015,삼섬공원,어린이공원,울산광역시 동구 방어동 1154-3번지,울산광역시 동구 동구 방어동 1154-3번지,35.483027,129.413519,2511,,,,,,2003-07-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00016,문재공원,어린이공원,울산광역시 동구 방어동 1080-13번지,울산광역시 동구 동구 방어동 1080-13번지,35.486552,129.418101,2901,,,,,,2003-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00017,목거랑공원,어린이공원,울산광역시 동구 방어동 121-2번지,울산광역시 동구 동구 방어동 121-2번지,35.487307,129.427792,1864,,,,,,2003-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00018,산시공원,어린이공원,울산광역시 동구 전하동 688-4번지,울산광역시 동구 동구 전하동 688-4번지,35.505661,129.426847,1459,,,,,,2003-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00019,대송공원,어린이공원,울산광역시 동구 화정동 168-11번지,울산광역시 동구 동구 화정동 168-11번지,35.499386,129.422039,1650,,,,,,2003-12-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00020,쟁골공원,어린이공원,울산광역시 동구 동부동 666-2번지,울산광역시 동구 동구 동부동 666-2번지,35.544797,129.429652,1500,,,,,,2004-01-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00021,댄밖공원,어린이공원,울산광역시 동구 화정동 148-3번지,울산광역시 동구 동구 화정동 148-3번지,35.502973,129.418872,1775,,,,,,2004-02-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
31170-00022,부엉이공원,어린이공원,울산광역시 동구 화정동 161-2번지,울산광역시 동구 동구 화정동 161-2번지,35.501524,129.417124,1800,,,,,,2004-03-01,울산광역시 동구청,052-209-3744,2021-04-12,3710000,울산광역시 동구
